Identifier,Features,,,,,,,,,,,,Labels,,,,,,,,,,,
"M = model
R = room
P = simulation points",solidAngle,obstructionValues LowerQuarter,obstructionValues SecondQuarter,obstructionValues ThirdQuarter,obstructionValues HigherQuarter,Projection AspectRatio,Frame ratio,solidAngleTilt,roomAvge SolidAngle,distanceWindowCenterToPt,angleOfPointPositionInReferenceToWindowNormal,windowHeadHeight,DF ,,,,,,,,,,,
30284006,0.244,2,2,2,2,1.95,0.48,0.10,0.18,1.07,23.49,1.05,0.21,,,,,,,,,,,
30285000,0.011,4,4,4,4,2.94,0.33,10.00,0.02,6.06,13.17,2.12,0.04,,,,,,,,,,,
30285001,0.011,4,4,4,4,2.96,0.33,9.40,0.02,6.49,10.98,2.12,0.05,,,,,,,,,,,
30285002,0.017,4,4,4,4,3.14,0.33,13.40,0.02,4.52,17.14,2.12,0.03,,,,,,,,,,,
30285003,0.016,4,4,4,4,3.14,0.33,12.20,0.02,4.94,13.91,2.12,0.04,,,,,,,,,,,
30285004,0.014,4,4,4,4,3.14,0.33,11.30,0.02,5.38,11.20,2.12,0.04,,,,,,,,,,,
30285005,0.013,4,4,4,4,3.13,0.33,10.40,0.02,5.82,8.90,2.12,0.04,,,,,,,,,,,
30285006,0.012,4,4,4,4,3.12,0.33,9.70,0.02,6.28,6.93,2.12,0.02,,,,,,,,,,,
30285007,0.02,4,4,4,4,4.02,0.33,22.10,0.02,2.67,32.27,2.12,0.16,,,,,,,,,,,
30285008,0.023,4,4,4,4,3.77,0.33,19.70,0.02,3.02,25.11,2.12,0.12,,,,,,,,,,,
30285009,0.023,4,4,4,4,3.63,0.33,17.50,0.02,3.41,19.50,2.12,0.06,,,,,,,,,,,
30285010,0.022,4,4,4,4,3.53,0.33,15.70,0.02,3.82,15.08,2.12,0.09,,,,,,,,,,,
30285011,0.02,4,4,4,4,3.46,0.33,14.10,0.02,4.26,11.54,2.12,0.05,,,,,,,,,,,
30285012,0.018,4,4,4,4,3.40,0.33,12.80,0.02,4.70,8.66,2.12,0.05,,,,,,,,,,,
30285013,0.016,3,3,3,3,3.32,0.33,11.70,0.02,5.16,6.29,2.12,0.04,,,,,,,,,,,
30285014,0.014,3,3,3,3,3.24,0.33,10.80,0.02,5.63,4.30,2.12,0.03,,,,,,,,,,,
30285015,0.012,3,3,3,3,3.18,0.33,10.00,0.02,6.09,2.62,2.12,0.05,,,,,,,,,,,
30285016,0,0,0,0,0,0.00,0.33,0.00,0.02,1.53,63.84,2.12,0.05,,,,,,,,,,,
30285017,0,0,0,0,0,0.00,0.33,0.00,0.02,1.69,46.86,2.12,0.1,,,,,,,,,,,
30285018,0.015,4,4,4,4,8.49,0.33,29.20,0.02,1.96,33.69,2.12,0.19,,,,,,,,,,,
30285019,0.027,4,4,4,4,5.49,0.33,25.10,0.02,2.31,24.12,2.12,0.22,,,,,,,,,,,
30285020,0.03,4,4,4,4,4.63,0.33,21.60,0.02,2.71,17.21,2.12,0.1,,,,,,,,,,,
30285021,0.029,4,4,4,4,4.20,0.33,18.90,0.02,3.14,12.12,2.12,0.13,,,,,,,,,,,
30285022,0.026,3,3,3,3,3.87,0.33,16.60,0.02,3.59,8.27,2.12,0.09,,,,,,,,,,,
30285023,0.022,3,3,3,3,3.65,0.33,14.80,0.02,4.05,5.28,2.12,0.05,,,,,,,,,,,
30285024,0.019,2,2,2,2,3.49,0.33,13.40,0.02,4.51,2.91,2.12,0.08,,,,,,,,,,,
30285025,0.017,2,2,2,2,3.37,0.33,12.10,0.02,4.99,0.99,2.12,0.06,,,,,,,,,,,
30285026,0.015,2,2,2,2,3.27,0.33,11.10,0.02,5.47,0.60,2.12,0.07,,,,,,,,,,,
30285027,0.013,1,1,1,1,3.20,0.33,10.20,0.02,5.95,1.93,2.12,0.04,,,,,,,,,,,
30285028,0.011,1,1,1,1,3.14,0.33,9.40,0.02,6.43,3.06,2.12,0.02,,,,,,,,,,,
30285029,0,0,0,0,0,0.00,0.33,0.00,0.02,1.26,36.68,2.12,0.1,,,,,,,,,,,
30285030,0.016,4,4,4,4,17.82,0.33,34.10,0.02,1.61,22.26,2.12,0.33,,,,,,,,,,,
30285031,0.031,4,3,3,2,7.14,0.33,28.00,0.02,2.02,13.34,2.12,0.2,,,,,,,,,,,
30285032,0.034,3,3,2,3,5.23,0.33,23.50,0.02,2.47,7.53,2.12,0.15,,,,,,,,,,,
30285033,0.031,2,2,2,2,4.43,0.33,20.10,0.02,2.93,3.52,2.12,0.13,,,,,,,,,,,
30285034,0.027,2,2,2,2,3.99,0.33,17.50,0.02,3.41,0.62,2.12,0.13,,,,,,,,,,,
30285035,0.024,2,2,2,2,3.72,0.33,15.40,0.02,3.89,1.57,2.12,0.05,,,,,,,,,,,
30285036,0.02,1,1,1,1,3.53,0.33,13.80,0.02,4.37,3.27,2.12,0.06,,,,,,,,,,,
30285037,0.017,1,1,1,1,3.39,0.33,12.40,0.02,4.86,4.64,2.12,0.03,,,,,,,,,,,
30285038,0,0,0,0,0,0.00,0.33,0.00,0.02,0.91,17.54,2.12,0.07,,,,,,,,,,,
30285039,0.006,4,4,4,4,57.85,0.33,38.60,0.02,1.35,5.56,2.12,0.18,,,,,,,,,,,
30285040,0.03,2,2,2,2,8.60,0.33,30.50,0.02,1.83,0.38,2.12,0.16,,,,,,,,,,,
30285041,0.034,2,1,2,2,5.65,0.33,24.90,0.02,2.31,3.86,2.12,0.12,,,,,,,,,,,
30285042,0.032,1,1,1,1,4.61,0.33,21.00,0.02,2.80,6.12,2.12,0.08,,,,,,,,,,,
30285043,0,0,0,0,0,0.00,0.33,0.00,0.02,0.75,15.76,2.12,0.06,,,,,,,,,,,
30285044,0,0,0,0,0,0.00,0.33,0.00,0.02,1.25,16.12,2.12,0.11,,,,,,,,,,,
30286000,0.445,1,1,1,1,1.99,0.46,5.10,0.15,0.65,14.25,1.11,0.39,,,,,,,,,,,
30286001,0.24,2,2,2,2,2.00,0.46,3.10,0.15,1.08,3.74,1.11,0.22,,,,,,,,,,,
30286002,0.14,2,2,2,2,1.99,0.46,2.20,0.15,1.55,11.21,1.11,0.15,,,,,,,,,,,
30286003,0.171,0,0,0,0,1.97,0.46,2.50,0.15,1.36,15.95,1.11,0.1,,,,,,,,,,,
30286004,0.115,0,0,0,0,2.00,0.46,1.90,0.15,1.76,4.66,1.11,0.13,,,,,,,,,,,
30286005,0.079,1,1,1,1,2.00,0.46,1.60,0.15,2.20,2.30,1.11,0.13,,,,,,,,,,,
30286006,0.084,0,0,0,0,1.90,0.46,1.70,0.15,2.07,16.48,1.11,0.11,,,,,,,,,,,
30286007,0.065,0,0,0,0,1.99,0.46,1.40,0.15,2.45,8.34,1.11,0.08,,,,,,,,,,,
30286008,0.05,0,0,0,0,2.00,0.46,1.20,0.15,2.87,2.48,1.11,0.07,,,,,,,,,,,
30287000,0.273,2,2,2,2,2.00,0.46,1.40,0.15,0.98,6.24,1.07,0.25,,,,,,,,,,,
30287001,0.194,0,0,0,0,1.98,0.46,1.10,0.15,1.25,15.60,1.07,0.15,,,,,,,,,,,
30287002,0.127,1,1,1,1,2.00,0.46,0.90,0.15,1.65,3.68,1.07,0.17,,,,,,,,,,,
30287003,0.086,1,1,1,1,2.00,0.46,0.70,0.15,2.10,3.41,1.07,0.15,,,,,,,,,,,
30287004,0.071,0,0,0,0,1.99,0.46,0.60,0.15,2.35,7.81,1.07,0.1,,,,,,,,,,,
30288000,0.008,0,0,0,0,1.30,0.81,14.60,0.02,8.27,53.45,3.35,0.02,,,,,,,,,,,
30288001,0.008,0,0,0,0,1.41,0.81,13.80,0.02,8.75,49.99,3.35,0.03,,,,,,,,,,,
30288002,0.009,0,0,0,0,1.43,0.81,14.60,0.02,8.25,49.99,3.35,0.06,,,,,,,,,,,
30288003,0.01,0,0,0,0,1.46,0.81,15.50,0.02,7.75,49.98,3.35,0.05,,,,,,,,,,,
30288004,0,0,0,0,0,0.00,0.81,0.00,0.02,0.75,48.99,3.35,0.76,,,,,,,,,,,
30288005,0.009,0,0,0,0,1.53,0.81,13.70,0.02,8.77,46.72,3.35,0.03,,,,,,,,,,,
30288006,0.01,0,0,0,0,1.56,0.81,14.50,0.02,8.27,46.52,3.35,0.07,,,,,,,,,,,
30288007,0.011,0,0,0,0,1.59,0.81,15.40,0.02,7.77,46.29,3.35,0.06,,,,,,,,,,,
30288008,0.013,0,0,0,0,1.63,0.81,16.40,0.02,7.27,46.03,3.35,0.03,,,,,,,,,,,
30288009,0.033,1,0,3,4,9.97,0.81,57.70,0.02,1.36,27.78,3.35,1.15,,,,,,,,,,,
30288010,0.009,0,0,4,4,42.73,0.81,66.60,0.02,0.91,15.79,3.35,1.01,,,,,,,,,,,
30288011,0,0,0,0,0,0.00,0.81,0.00,0.02,0.57,13.62,3.35,0.78,,,,,,,,,,,
30288012,0.009,0,0,0,0,1.61,0.81,13.00,0.02,9.31,43.83,3.35,0.03,,,,,,,,,,,
30288013,0.01,0,0,0,0,1.64,0.81,13.70,0.02,8.81,43.48,3.35,0.06,,,,,,,,,,,
30288014,0.011,0,0,0,0,1.68,0.81,14.40,0.02,8.32,43.08,3.35,0.03,,,,,,,,,,,
30288015,0.012,0,0,0,0,1.71,0.81,15.30,0.02,7.82,42.63,3.35,0.05,,,,,,,,,,,
30288016,0.014,0,0,0,0,1.76,0.81,16.30,0.02,7.32,42.13,3.35,0.06,,,,,,,,,,,
30288017,0.016,0,0,0,0,1.81,0.81,17.40,0.02,6.83,41.55,3.35,0.06,,,,,,,,,,,
30288018,0.018,0,0,0,0,1.88,0.81,18.70,0.02,6.34,40.87,3.35,0.04,,,,,,,,,,,
30288019,0.059,4,1,1,3,4.95,0.81,46.40,0.02,2.03,20.05,3.35,1.3,,,,,,,,,,,
30288020,0.054,1,2,2,3,6.68,0.81,52.50,0.02,1.61,11.12,3.35,1.27,,,,,,,,,,,
30288021,0.039,3,2,2,1,10.37,0.81,58.90,0.02,1.26,3.28,3.35,1.05,,,,,,,,,,,
30288022,0.015,4,4,0,0,24.42,0.81,64.00,0.02,1.05,25.84,3.35,1.01,,,,,,,,,,,
30288023,0,0,0,0,0,0.00,0.81,0.00,0.02,1.04,53.53,3.35,0.66,,,,,,,,,,,
30288024,0.008,0,0,0,0,1.68,0.81,12.20,0.02,9.87,41.26,3.35,0.04,,,,,,,,,,,
30288025,0.009,0,0,0,0,1.71,0.81,12.90,0.02,9.38,40.79,3.35,0.05,,,,,,,,,,,
30288026,0.01,0,0,0,0,1.75,0.81,13.50,0.02,8.88,40.27,3.35,0.04,,,,,,,,,,,
30288027,0.012,0,0,0,0,1.78,0.81,14.30,0.02,8.39,39.69,3.35,0.05,,,,,,,,,,,
30288028,0.013,0,0,0,0,1.83,0.81,15.20,0.02,7.90,39.04,3.35,0.05,,,,,,,,,,,
30288029,0.015,0,0,0,0,1.88,0.81,16.10,0.02,7.41,38.29,3.35,0.06,,,,,,,,,,,
30288030,0.017,0,0,0,0,1.94,0.81,17.20,0.02,6.92,37.45,3.35,0.04,,,,,,,,,,,
30288031,0.019,0,0,0,0,2.01,0.81,18.40,0.02,6.44,36.47,3.35,0.06,,,,,,,,,,,
30288032,0.022,0,0,0,0,2.09,0.81,19.80,0.02,5.95,35.34,3.35,0.07,,,,,,,,,,,
30288033,0.061,4,4,3,2,3.77,0.81,38.00,0.02,2.72,16.19,3.35,1.28,,,,,,,,,,,
30288034,0.065,4,3,2,3,4.35,0.81,42.30,0.02,2.32,9.28,3.35,1.31,,,,,,,,,,,
30288035,0.064,4,2,2,2,5.15,0.81,46.90,0.02,1.97,0.28,3.35,1.37,,,,,,,,,,,
30288036,0.056,4,3,1,0,6.24,0.81,51.30,0.02,1.69,13.44,3.35,1.33,,,,,,,,,,,
30288037,0.04,4,4,0,0,7.71,0.81,54.50,0.02,1.54,30.38,3.35,1.13,,,,,,,,,,,
30288038,0.008,0,0,0,0,1.74,0.81,11.60,0.02,10.45,38.97,3.35,0.04,,,,,,,,,,,
30288039,0.009,0,0,0,0,1.77,0.81,12.10,0.02,9.96,38.42,3.35,0.05,,,,,,,,,,,
30288040,0.01,0,0,0,0,1.80,0.81,12.70,0.02,9.47,37.81,3.35,0.04,,,,,,,,,,,
30288041,0.011,0,0,0,0,1.84,0.81,13.40,0.02,8.98,37.13,3.35,0.06,,,,,,,,,,,
30288042,0.012,0,0,0,0,1.88,0.81,14.10,0.02,8.50,36.37,3.35,0.07,,,,,,,,,,,
30288043,0.014,0,0,0,0,1.93,0.81,15.00,0.02,8.01,35.52,3.35,0.04,,,,,,,,,,,
30288044,0.015,0,0,0,0,1.99,0.81,15.90,0.02,7.53,34.57,3.35,0.08,,,,,,,,,,,
30288045,0.017,0,0,0,0,2.05,0.81,16.90,0.02,7.05,33.48,3.35,0.06,,,,,,,,,,,
30288046,0.02,0,0,0,0,2.12,0.81,18.00,0.02,6.57,32.23,3.35,0.06,,,,,,,,,,,
30288047,0.023,0,0,0,0,2.21,0.81,19.30,0.02,6.10,30.79,3.35,0.08,,,,,,,,,,,
30288048,0.026,0,0,0,0,2.31,0.81,20.80,0.02,5.63,29.11,3.35,0.06,,,,,,,,,,,
30288049,0.06,4,4,4,2,3.55,0.81,35.00,0.02,3.02,8.30,3.35,1.16,,,,,,,,,,,
30288050,0.064,4,4,4,2,3.88,0.81,38.30,0.02,2.67,1.14,3.35,1.14,,,,,,,,,,,
30288051,0.065,4,4,3,1,4.26,0.81,41.70,0.02,2.37,8.01,3.35,1.36,,,,,,,,,,,
30288052,0.061,4,4,2,0,4.63,0.81,44.60,0.02,2.15,19.39,3.35,1.49,,,,,,,,,,,
30288053,0.008,0,0,0,0,1.79,0.81,11.00,0.02,11.04,36.93,3.35,0.03,,,,,,,,,,,
30288054,0.008,0,0,0,0,1.82,0.81,11.50,0.02,10.56,36.31,3.35,0.05,,,,,,,,,,,
30288055,0.009,0,0,0,0,1.85,0.81,12.00,0.02,10.07,35.63,3.35,0.04,,,,,,,,,,,
30288056,0.01,0,0,0,0,1.89,0.81,12.60,0.02,9.59,34.89,3.35,0.04,,,,,,,,,,,
30288057,0.011,0,0,0,0,1.93,0.81,13.20,0.02,9.11,34.06,3.35,0.06,,,,,,,,,,,
30288058,0.013,0,0,0,0,1.97,0.81,13.90,0.02,8.63,33.14,3.35,0.05,,,,,,,,,,,
30288059,0.014,0,0,0,0,2.02,0.81,14.70,0.02,8.15,32.12,3.35,0.04,,,,,,,,,,,
30288060,0.016,0,0,0,0,2.08,0.81,15.60,0.02,7.68,30.97,3.35,0.06,,,,,,,,,,,
30288061,0.018,0,0,0,0,2.15,0.81,16.50,0.02,7.21,29.67,3.35,0.06,,,,,,,,,,,
30288062,0.02,0,0,0,0,2.22,0.81,17.60,0.02,6.74,28.18,3.35,0.07,,,,,,,,,,,
30288063,0.023,0,0,0,0,2.31,0.81,18.80,0.02,6.28,26.48,3.35,0.08,,,,,,,,,,,
30288064,0.027,0,0,0,0,2.41,0.81,20.10,0.02,5.82,24.51,3.35,0.07,,,,,,,,,,,
30288065,0.031,0,0,0,0,2.52,0.81,21.60,0.02,5.38,22.21,3.35,0.08,,,,,,,,,,,
30288066,0.052,4,4,4,4,3.16,0.81,29.60,0.02,3.73,7.69,3.35,0.74,,,,,,,,,,,
30288067,0.057,4,4,4,4,3.34,0.81,32.10,0.02,3.38,1.96,3.35,1.01,,,,,,,,,,,
30288068,0.06,4,4,4,2,3.53,0.81,34.60,0.02,3.07,5.01,3.35,1.1,,,,,,,,,,,
30288069,0.061,4,4,4,2,3.70,0.81,37.00,0.02,2.81,13.40,3.35,1.15,,,,,,,,,,,
30288070,0.058,4,4,3,1,3.78,0.81,39.10,0.02,2.63,23.22,3.35,1.2,,,,,,,,,,,
30288071,0.009,0,0,0,0,1.89,0.81,11.30,0.02,10.69,33.71,3.35,0.04,,,,,,,,,,,
30288072,0.009,0,0,0,0,1.92,0.81,11.80,0.02,10.21,32.91,3.35,0.02,,,,,,,,,,,
30288073,0.01,0,0,0,0,1.96,0.81,12.40,0.02,9.73,32.04,3.35,0.06,,,,,,,,,,,
30288074,0.011,0,0,0,0,2.01,0.81,13.00,0.02,9.26,31.09,3.35,0.04,,,,,,,,,,,
30288075,0.013,0,0,0,0,2.05,0.81,13.70,0.02,8.79,30.02,3.35,0.05,,,,,,,,,,,
30288076,0.014,0,0,0,0,2.10,0.81,14.40,0.02,8.32,28.84,3.35,0.04,,,,,,,,,,,
30288077,0.016,0,0,0,0,2.16,0.81,15.20,0.02,7.86,27.52,3.35,0.08,,,,,,,,,,,
30288078,0.018,0,0,0,0,2.23,0.81,16.10,0.02,7.40,26.04,3.35,0.07,,,,,,,,,,,
30288079,0.02,0,0,0,0,2.30,0.81,17.10,0.02,6.94,24.35,3.35,0.07,,,,,,,,,,,
30288080,0.023,0,0,0,0,2.38,0.81,18.20,0.02,6.50,22.44,3.35,0.13,,,,,,,,,,,
30288081,0.026,0,0,0,0,2.48,0.81,19.40,0.02,6.06,20.24,3.35,0.11,,,,,,,,,,,
30288082,0.03,0,0,0,0,2.58,0.81,20.70,0.02,5.63,17.71,3.35,0.12,,,,,,,,,,,
30288083,0.034,1,1,1,1,2.70,0.81,22.20,0.02,5.21,14.77,3.35,0.19,,,,,,,,,,,
30288084,0.039,4,4,4,4,2.83,0.81,23.80,0.02,4.81,11.32,3.35,0.46,,,,,,,,,,,
30288085,0.043,4,4,4,4,2.94,0.81,25.60,0.02,4.44,7.28,3.35,0.58,,,,,,,,,,,
30288086,0.048,4,4,4,4,3.05,0.81,27.50,0.02,4.08,2.50,3.35,0.89,,,,,,,,,,,
30288087,0.052,4,4,4,4,3.16,0.81,29.40,0.02,3.76,3.12,3.35,0.96,,,,,,,,,,,
30288088,0.055,4,4,4,4,3.26,0.81,31.30,0.02,3.49,9.72,3.35,1.12,,,,,,,,,,,
30288089,0.055,4,4,4,4,3.32,0.81,33.10,0.02,3.27,17.32,3.35,1.06,,,,,,,,,,,
30288090,0.01,0,0,0,0,1.99,0.81,11.60,0.02,10.37,30.27,3.35,0.03,,,,,,,,,,,
30288091,0.01,0,0,0,0,2.03,0.81,12.20,0.02,9.90,29.29,3.35,0.07,,,,,,,,,,,
30288092,0.012,0,0,0,0,2.08,0.81,12.80,0.02,9.43,28.21,3.35,0.07,,,,,,,,,,,
30288093,0.013,0,0,0,0,2.12,0.81,13.40,0.02,8.97,27.02,3.35,0.08,,,,,,,,,,,
30288094,0.014,0,0,0,0,2.17,0.81,14.10,0.02,8.51,25.71,3.35,0.08,,,,,,,,,,,
30288095,0.016,0,0,0,0,2.23,0.81,14.80,0.02,8.06,24.24,3.35,0.1,,,,,,,,,,,
30288096,0.018,0,0,0,0,2.29,0.81,15.70,0.02,7.61,22.60,3.35,0.1,,,,,,,,,,,
30288097,0.02,0,0,0,0,2.36,0.81,16.60,0.02,7.17,20.75,3.35,0.11,,,,,,,,,,,
30288098,0.023,0,0,0,0,2.44,0.81,17.60,0.02,6.74,18.67,3.35,0.1,,,,,,,,,,,
30288099,0.026,0,0,0,0,2.53,0.81,18.60,0.02,6.32,16.31,3.35,0.16,,,,,,,,,,,
30288100,0.029,2,2,2,2,2.62,0.81,19.80,0.02,5.91,13.61,3.35,0.13,,,,,,,,,,,
30288101,0.033,4,4,4,4,2.72,0.81,21.10,0.02,5.52,10.53,3.35,0.39,,,,,,,,,,,
30288102,0.036,4,4,4,4,2.80,0.81,22.50,0.02,5.14,6.98,3.35,0.54,,,,,,,,,,,
30288103,0.04,4,4,4,4,2.88,0.81,23.90,0.02,4.79,2.89,3.35,0.56,,,,,,,,,,,
30288104,0.043,4,4,4,4,2.95,0.81,25.40,0.02,4.47,1.83,3.35,0.55,,,,,,,,,,,
30288105,0.046,4,4,4,4,3.01,0.81,27.00,0.02,4.18,7.24,3.35,0.71,,,,,,,,,,,
30288106,0.048,4,4,4,4,3.05,0.81,28.40,0.02,3.93,13.39,3.35,0.81,,,,,,,,,,,
30288107,0.011,0,0,0,0,2.09,0.81,12.00,0.02,10.09,26.64,3.35,0.08,,,,,,,,,,,
30288108,0.012,0,0,0,0,2.14,0.81,12.50,0.02,9.63,25.45,3.35,0.05,,,,,,,,,,,
30288109,0.013,0,0,0,0,2.18,0.81,13.10,0.02,9.18,24.15,3.35,0.06,,,,,,,,,,,
30288110,0.014,0,0,0,0,2.23,0.81,13.70,0.02,8.73,22.72,3.35,0.06,,,,,,,,,,,
30288111,0.016,0,0,0,0,2.29,0.81,14.40,0.02,8.29,21.13,3.35,0.11,,,,,,,,,,,
30288112,0.018,0,0,0,0,2.35,0.81,15.20,0.02,7.86,19.36,3.35,0.08,,,,,,,,,,,
30288113,0.02,0,0,0,0,2.41,0.81,16.00,0.02,7.43,17.39,3.35,0.06,,,,,,,,,,,
30288114,0.022,1,1,1,1,2.48,0.81,16.90,0.02,7.02,15.19,3.35,0.12,,,,,,,,,,,
30288115,0.025,3,3,3,3,2.56,0.81,17.90,0.02,6.61,12.71,3.35,0.16,,,,,,,,,,,
30288116,0.027,4,4,4,4,2.64,0.81,18.90,0.02,6.22,9.91,3.35,0.38,,,,,,,,,,,
30288117,0.03,4,4,4,4,2.71,0.81,20.00,0.02,5.85,6.75,3.35,0.27,,,,,,,,,,,
30288118,0.033,4,4,4,4,2.76,0.81,21.20,0.02,5.50,3.17,3.35,0.41,,,,,,,,,,,
30288119,0.036,4,4,4,4,2.81,0.81,22.40,0.02,5.17,0.88,3.35,0.38,,,,,,,,,,,
30288120,0.039,4,4,4,4,2.86,0.81,23.60,0.02,4.87,5.46,3.35,0.62,,,,,,,,,,,
30288121,0.041,4,4,4,4,2.89,0.81,24.80,0.02,4.60,10.60,3.35,0.6,,,,,,,,,,,
30288122,0.011,0,0,0,0,2.19,0.81,12.20,0.02,9.85,22.81,3.35,0.06,,,,,,,,,,,
30288123,0.013,0,0,0,0,2.24,0.81,12.80,0.02,9.41,21.41,3.35,0.05,,,,,,,,,,,
30288124,0.014,0,0,0,0,2.28,0.81,13.40,0.02,8.97,19.88,3.35,0.08,,,,,,,,,,,
30288125,0.015,0,0,0,0,2.34,0.81,14.00,0.02,8.54,18.19,3.35,0.07,,,,,,,,,,,
30288126,0.017,1,1,1,1,2.39,0.81,14.70,0.02,8.12,16.33,3.35,0.11,,,,,,,,,,,
30288127,0.019,2,2,2,2,2.45,0.81,15.50,0.02,7.71,14.26,3.35,0.15,,,,,,,,,,,
30288128,0.021,3,3,3,3,2.52,0.81,16.30,0.02,7.31,11.97,3.35,0.21,,,,,,,,,,,
30288129,0.023,4,4,4,4,2.58,0.81,17.10,0.02,6.93,9.42,3.35,0.29,,,,,,,,,,,
30288130,0.026,4,4,4,4,2.64,0.81,18.00,0.02,6.56,6.57,3.35,0.25,,,,,,,,,,,
30288131,0.028,4,4,4,4,2.68,0.81,18.90,0.02,6.20,3.39,3.35,0.2,,,,,,,,,,,
30288132,0.03,4,4,4,4,2.72,0.81,19.90,0.02,5.87,0.17,3.35,0.34,,,,,,,,,,,
30288133,0.033,4,4,4,4,2.75,0.81,20.90,0.02,5.57,4.13,3.35,0.4,,,,,,,,,,,
30288134,0.035,4,4,4,4,2.77,0.81,21.90,0.02,5.29,8.53,3.35,0.45,,,,,,,,,,,
30288135,0.012,0,0,0,0,2.28,0.81,12.50,0.02,9.66,18.81,3.35,0.05,,,,,,,,,,,
30288136,0.014,1,1,1,1,2.33,0.81,13.00,0.02,9.23,17.20,3.35,0.09,,,,,,,,,,,
30288137,0.015,1,1,1,1,2.38,0.81,13.60,0.02,8.82,15.43,3.35,0.11,,,,,,,,,,,
30288138,0.016,2,2,2,2,2.43,0.81,14.20,0.02,8.41,13.50,3.35,0.09,,,,,,,,,,,
30288139,0.018,3,3,3,3,2.48,0.81,14.90,0.02,8.02,11.37,3.35,0.19,,,,,,,,,,,
30288140,0.02,4,4,4,4,2.54,0.81,15.60,0.02,7.63,9.02,3.35,0.2,,,,,,,,,,,
30288141,0.022,4,4,4,4,2.59,0.81,16.40,0.02,7.26,6.42,3.35,0.19,,,,,,,,,,,
30288142,0.024,4,4,4,4,2.62,0.81,17.10,0.02,6.91,3.56,3.35,0.26,,,,,,,,,,,
30288143,0.026,4,4,4,4,2.65,0.81,17.90,0.02,6.58,0.40,3.35,0.27,,,,,,,,,,,
30288144,0.028,4,4,4,4,2.67,0.81,18.80,0.02,6.26,3.09,3.35,0.3,,,,,,,,,,,
30288145,0.029,4,4,4,4,2.69,0.81,19.60,0.02,5.98,6.93,3.35,0.3,,,,,,,,,,,
30288146,0.014,2,2,2,2,2.41,0.81,13.20,0.02,9.11,12.85,3.35,0.13,,,,,,,,,,,
30288147,0.016,3,3,3,3,2.45,0.81,13.70,0.02,8.72,10.86,3.35,0.2,,,,,,,,,,,
30288148,0.017,4,4,4,4,2.50,0.81,14.30,0.02,8.34,8.68,3.35,0.2,,,,,,,,,,,
30288149,0.019,4,4,4,4,2.55,0.81,15.00,0.02,7.97,6.31,3.35,0.14,,,,,,,,,,,
30288150,0.02,4,4,4,4,2.57,0.81,15.60,0.02,7.62,3.70,3.35,0.25,,,,,,,,,,,
30288151,0.022,4,4,4,4,2.60,0.81,16.30,0.02,7.28,0.85,3.35,0.24,,,,,,,,,,,
30288152,0.023,4,4,4,4,2.62,0.81,17.00,0.02,6.96,2.26,3.35,0.27,,,,,,,,,,,
30288153,0.025,4,4,4,4,2.63,0.81,17.70,0.02,6.67,5.67,3.35,0.24,,,,,,,,,,,
30288154,0.026,4,4,4,4,2.63,0.81,18.40,0.02,6.40,9.37,3.35,0.22,,,,,,,,,,,
30288155,0.015,4,4,4,4,2.47,0.81,13.30,0.02,9.04,8.40,3.35,0.15,,,,,,,,,,,
30288156,0.016,4,4,4,4,2.52,0.81,13.80,0.02,8.68,6.21,3.35,0.16,,,,,,,,,,,
30288157,0.018,4,4,4,4,2.54,0.81,14.40,0.02,8.32,3.82,3.35,0.13,,,,,,,,,,,
30288158,0.019,4,4,4,4,2.56,0.81,14.90,0.02,7.99,1.23,3.35,0.26,,,,,,,,,,,
30288159,0.02,4,4,4,4,2.57,0.81,15.50,0.02,7.67,1.59,3.35,0.24,,,,,,,,,,,
30288160,0.021,4,4,4,4,2.59,0.81,16.10,0.02,7.37,4.64,3.35,0.25,,,,,,,,,,,
30288161,0.023,4,4,4,4,2.59,0.81,16.70,0.02,7.09,7.94,3.35,0.25,,,,,,,,,,,
30288162,0.015,4,4,4,4,2.51,0.81,13.30,0.02,9.03,3.92,3.35,0.2,,,,,,,,,,,
30288163,0.016,4,4,4,4,2.53,0.81,13.80,0.02,8.69,1.54,3.35,0.15,,,,,,,,,,,
30288164,0.017,4,4,4,4,2.54,0.81,14.30,0.02,8.37,1.02,3.35,0.17,,,,,,,,,,,
30288165,0.019,4,4,4,4,2.55,0.81,14.80,0.02,8.06,3.79,3.35,0.18,,,,,,,,,,,
30288166,0,0,0,0,0,0.00,0.81,0.00,0.02,7.78,6.77,3.35,0.15,,,,,,,,,,,
30288167,0.015,4,4,4,4,2.51,0.81,13.20,0.02,9.07,0.55,3.35,0.22,,,,,,,,,,,
30288168,0.016,4,4,4,4,2.52,0.81,13.70,0.02,8.76,3.08,3.35,0.21,,,,,,,,,,,
30288169,0.017,4,4,4,4,2.53,0.81,14.10,0.02,8.47,5.78,3.35,0.2,,,,,,,,,,,
30288170,0.015,4,4,4,4,2.50,0.81,13.10,0.02,9.17,4.95,3.35,0.23,,,,,,,,,,,
30289000,0.088,4,4,4,4,0.96,0.33,18.40,0.09,1.46,42.51,1.63,0.35,,,,,,,,,,,
30289001,0.187,4,4,4,4,1.65,0.33,26.40,0.09,0.97,38.62,1.63,1.07,,,,,,,,,,,
30289002,0.075,4,4,4,4,1.17,0.33,13.10,0.09,2.07,30.53,1.63,0.24,,,,,,,,,,,
